idCarpeta,Dia,Mes,Año,Fecha,Hora,Delito,CalidadJuridica,Categoria,Colonia,Alcalia,Sexo,Edad,TipoPersona,longitud,latitud
8448986.0,12.0,Diciembre,2018.0,15/12/2018,72000.0,VIOLENCIA FAMILIAR,VICTIMA,DELITO DE BAJO IMPACTO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,Femenino,13.0,FISICA,-99.28938,19.36961
8449180.0,6.0,Junio,2019.0,11/06/2019,62100.0,ROBO A NEGOCIO SIN VIOLENCIA,AGRAVIADO,DELITO DE BAJO IMPACTO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,,,MORAL,-99.28447,19.36472
8449825.0,6.0,Junio,2019.0,12/06/2019,30600.0,"ALLANAMIENTO DE MORADA, DESPACHO, OFICINA O ESTABLECIMIENTO MERCANTIL",VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,Femenino,40.0,FISICA,-99.28504,19.35283
8449910.0,6.0,Junio,2019.0,10/06/2019,70200.0,ROBO A NEGOCIO SIN VIOLENCIA,AGRAVIADO,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,,,MORAL,-99.27735,19.35802
8450374.0,1.0,Enero,2019.0,02/01/2019,49860.0,LA ADMINISTRACION DE JUSTICIA,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,Masculino,,FISICA,-99.29915,19.3581
8450660.0,6.0,Junio,2019.0,13/06/2019,28800.0,ROBO DE FLUIDOS,OFENDIDO,DELITO DE BAJO IMPACTO,CUAJIMALPA,CUAJIMALPA DE MORELOS,,,MORAL,-99.29355,19.36081
8450797.0,6.0,Junio,2019.0,13/06/2019,52200.0,ROBO A NEGOCIO SIN VIOLENCIA,OFENDIDO,DELITO DE BAJO IMPACTO,SAN JOSÉ DE LOS CEDROS,CUAJIMALPA DE MORELOS,,,MORAL,-99.28834,19.36432
8450967.0,6.0,Junio,2019.0,13/06/2019,12960.0,PRIVACION DE LA LIBERTAD PERSONAL,VICTIMA,DELITO DE BAJO IMPACTO,SAN LORENZO ACOPILCO,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.33196,19.3207
8451123.0,6.0,Junio,2019.0,12/06/2019,48600.0,ROBO DE PLACA DE AUTOMOVIL,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,LOMAS DE SANTA FE,CUAJIMALPA DE MORELOS,Femenino,54.0,FISICA,-99.27397,19.3628
8416172.0,9.0,Septiembre,2016.0,07/09/2016,36000.0,CONTRA EL CUMPLIMIENTO DE LA OBLIGACION ALIMENTARIA,VICTIMA Y DENUNCIANTE,DELITO DE BAJO IMPACTO,SAN LORENZO ACOPILCO,CUAJIMALPA DE MORELOS,Femenino,,FISICA,-99.32902,19.33144
